0,1,0,0
1,1,0,0
2,0,0,0
3,1,0,0
4,1,0,0
5,1,0,0
6,1,0,0
7,1,0,0
8,2,0,0
9,2,0,0
10,3,0,0
11,3,0,0
12,2,0,0
13,2,0,0
14,2,0,0
15,2,0,0
16,2,0,0
17,2,0,0
18,2,0,0
19,5,0,0
20,3,0,0
21,4,2,1
22,3,3,3
23,3,3,3
24,3,3,2
25,3,3,3
26,3,3,2
27,4,3,3
28,4,3,3
29,4,3,2
30,4,3,3
31,4,3,2
32,4,3,2
33,5,2,1
34,5,2,1
35,5,0,0
36,5,0,0
37,5,0,0
38,5,0,0
39,5,0,0
40,5,3,2
41,5,4,3
42,5,4,4
43,5,4,5
44,5,4,5
45,5,4,5
46,5,4,5
47,5,4,5
48,5,4,5
49,5,4,5
50,5,4,5
51,5,5,7
52,5,5,7
53,6,5,6
54,6,5,7
55,6,5,7
56,6,5,7
57,6,5,7
58,6,5,6
59,5,5,6
60,5,4,5
61,5,4,4
62,5,4,4
63,5,4,4
64,5,4,4
65,5,4,5
66,5,4,5
67,5,4,5
68,5,4,3
69,5,4,4
70,4,3,2
71,5,4,3
72,5,4,4
73,6,4,4
74,4,4,4
75,5,5,5
76,5,5,6
77,5,5,7
78,5,5,6
79,5,5,6
80,5,5,7
81,6,5,7
82,5,4,5
83,7,6,7
84,6,4,5
85,7,4,5
86,7,6,7
87,7,5,7
88,7,5,7
89,7,5,6
90,6,5,7
91,6,5,7
92,7,5,7
93,6,5,7
94,6,5,7
95,6,5,7
96,5,5,7
97,5,5,7
98,5,5,7
99,5,5,7
100,4,4,3
101,5,5,6
102,5,5,6
103,6,5,6
104,6,5,7
105,6,5,7
106,6,5,7
107,6,5,7
108,5,5,7
109,6,5,7
110,6,6,8
111,5,5,6
112,6,6,7
113,6,5,7
114,5,5,6
115,5,5,7
116,6,5,7
117,6,5,6
118,6,5,6
119,6,5,7
120,6,5,7
121,6,5,4
122,6,5,7
123,6,5,7
124,6,5,6
125,5,5,6
126,5,5,7
127,5,4,5
128,5,5,6
129,5,5,7
130,5,5,7
131,5,5,6
132,5,5,5
133,5,5,7
134,4,4,4
135,5,5,6
136,5,5,7
137,6,5,7
138,6,5,7
139,6,6,10
140,6,6,8
141,6,6,9
142,6,6,9
143,6,6,9
144,6,6,10
145,6,6,7
146,6,6,9
147,6,6,9
148,6,6,9
149,6,6,9
150,6,6,10
151,6,6,10
152,6,6,10
153,6,6,10
154,6,6,9
155,6,6,9
156,6,6,10
157,6,6,10
158,6,6,10
159,6,6,10
160,6,6,10
161,6,6,10
162,6,6,10
163,6,6,9
164,6,6,8
165,6,6,10
166,6,6,9
167,6,6,8
168,6,6,10
169,6,6,9
170,7,6,10
171,7,6,10
172,7,6,10
173,7,6,10
174,7,6,10
175,7,6,10
176,7,6,10
177,7,6,10
178,6,6,10
179,6,6,9
180,6,6,9
181,6,6,10
182,6,6,10
183,6,6,9
184,6,6,9
185,6,6,10
186,6,6,9
187,6,6,9
188,6,6,10
189,7,6,10
190,7,6,10
191,7,6,10
192,7,7,12
193,7,7,12
194,7,7,12
195,7,7,12
196,7,7,12
197,7,7,10
198,6,6,9
199,7,7,12
200,7,7,12
201,7,7,11
202,7,6,9
203,7,6,9
204,7,6,10
205,7,6,9
206,7,6,10
207,7,6,10
208,7,6,9
209,8,6,10
210,8,6,10
211,8,6,10
212,8,6,10
213,8,6,10
214,8,7,11
215,7,7,12
216,7,7,11
217,7,7,12
218,7,7,12
219,7,7,12
220,7,7,12
221,7,7,12
222,7,7,12
223,7,7,12
224,7,7,12
225,7,7,12
226,7,7,12
227,7,7,12
228,7,7,12
229,7,7,12
230,7,7,12
231,7,7,11
232,7,7,11
233,7,7,12
234,7,7,12
235,7,7,12
236,8,7,12
237,7,7,12
238,7,7,12
239,7,7,12
240,7,7,10
241,7,7,12
242,7,6,9
243,7,7,9
244,7,7,12
245,7,7,12
246,7,7,12
247,7,7,12
248,7,7,11
249,7,7,12
250,7,7,12
251,7,7,12
252,7,7,12
253,7,7,12
254,7,7,12
255,7,7,12
256,7,7,12
257,7,7,12
258,7,7,12
259,7,7,12
260,7,7,12
261,7,7,12
262,7,7,12
263,7,7,12
264,6,6,9
265,6,6,9
266,6,6,9
267,6,6,8
268,6,6,9
269,6,6,9
270,6,6,9
271,6,6,8
272,6,6,9
273,7,7,10
274,7,7,12
275,7,7,12
276,7,7,11
277,7,7,9
278,7,7,10
279,7,7,11
280,7,7,12
281,7,7,11
282,7,7,12
283,7,7,12
284,7,7,12
285,7,7,12
286,7,7,12
287,7,7,12
288,7,7,12
289,7,7,12
290,7,7,10
291,7,7,12
292,7,7,12
293,7,7,12
294,7,7,12
295,7,7,12
296,7,7,12
297,7,7,12
298,7,7,12
299,7,7,12
300,8,7,12
301,8,7,12
302,7,7,10
303,8,8,15
304,8,8,13
305,8,8,14
306,8,8,15
307,8,8,15
308,8,8,15
309,8,8,15
310,8,8,15
311,8,8,15
312,8,8,15
313,8,8,15
314,8,8,15
315,8,8,15
316,8,8,15
317,8,8,14
318,8,8,15
319,8,8,15
320,8,8,15
321,8,8,15
322,8,8,15
323,8,8,15
324,8,8,15
325,8,8,15
326,8,8,15
327,8,8,15
328,8,8,15
329,8,8,14
330,8,8,15
331,8,8,15
332,8,8,15
333,8,8,15
334,8,8,14
335,8,8,14
336,8,8,14
337,8,8,14
338,8,8,14
339,8,8,15
340,8,8,14
341,8,8,15
342,8,8,15
343,8,8,15
344,8,8,14
345,8,8,15
346,8,8,15
347,8,8,14
348,8,8,15
349,8,8,15
350,8,8,15
351,8,8,15
352,8,8,15
353,8,8,15
354,9,8,15
355,9,9,17
356,9,9,17
357,9,9,17
358,9,9,17
359,9,9,17
360,9,9,16
361,9,9,16
362,9,9,17
363,9,9,17
364,9,9,16
365,9,9,17
366,9,9,17
367,9,9,17
368,9,9,17
369,8,8,15
370,9,9,17
371,8,8,15
372,9,9,17
373,9,9,17
374,9,9,17
375,9,9,17
376,9,9,17
377,9,9,17
378,9,9,17
379,9,9,16
380,9,9,17
381,9,9,17
382,9,9,16
383,9,9,17
384,9,9,17
385,9,9,17
386,9,9,16
387,9,9,17
388,9,9,16
389,9,9,17
390,9,9,17
391,9,9,17
392,9,9,17
393,9,9,17
394,9,9,17
395,9,9,17
396,9,9,17
397,9,9,16
398,9,9,16
399,9,9,17
400,9,9,15
401,9,9,17
402,9,9,17
403,9,9,17
404,9,9,17
405,9,9,16
406,9,9,17
407,9,9,17
408,9,9,17
409,9,9,17
410,9,9,17
411,9,9,17
412,9,9,17
413,9,9,17
414,8,8,15
415,9,9,16
416,9,9,17
